City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Agra,Agra Fort,must india realli enjoy it,0,0,1,0,1,0,0,0,0,0.74695
Rishikesh,Lakshman Jhula,time visit place especi kid kid either enjoy shaki bridg get scare famili total kid kid got scare bridg shook start cri return half way,0,0,1,0,0,0,0,0,0,0.2213
Rishikesh,Ram Jhula,yr old suspens bridg gang connect southern northern side mani famous ashram like sivananda locat nice place selfi n beauti view,0,0,1,0,0,0,0,0,0,0.8243
Agra,Agra Fort,look like formid fortress red sandston elicit fear enemi mind bring insid fort confus dont allow selfi stick camera okay mobil phone unesco world heritag site agra,0,0,1,0,1,0,0,0,0,0.44025000000000003
Rishikesh,The Beatles Ashram,first negoti guard privet fee disappoint ugli ruin,0,0,1,0,1,0,0,0,0,0.12104999999999999
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,would given star review local still use plastic bowl float river educ care need taken let peopl know okay litter gang plastic garbag,0,0,1,0,1,0,0,0,0,0.81245
Pushkar,Brahma Temple,devin calm,0,1,1,0,1,0,0,0,0,0.6591
Mussoorie,Kempty Falls,beauti waterfal approx km mussoori easili access,1,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,agra fort give us feel present histor moment india place chatrapati shivaji escap thrill us see side fort shajahan bath tub jail insid fort give us glimps happen realli nice place visit,0,0,1,0,1,0,0,0,0,0.8243
Agra,Agra Fort,stun fort larg lavish beauti unfortun need better care heavili recommend hire guid worth everi penni spend negoti them,0,0,1,0,1,0,0,0,0,0.92955
Pushkar,Brahma Temple,brahmaji templ kind whole world locat pushkar famous landmark,0,1,1,0,1,0,0,0,0,0.7859499999999999
Rishikesh,Triveni Ghat,easi comfort way take part ceremoni beuti perform best place foreign travel watch,0,0,1,0,1,0,0,0,0,0.88585
Mussoorie,Kempty Falls,nice place visit nice view hill enjoy cold water need maintain fall cleanli rest beauti,1,0,1,0,0,0,0,0,0,0.9158
Mussoorie,Kempty Falls,nice place garbag around place heart break,0,0,1,0,0,0,0,0,0,0.71075
Agra,Agra Fort,beauti place real good histori need maintain regular basi proud india,0,0,1,0,1,0,0,0,0,0.8592
Rishikesh,Gita Bhavan,ashram best like ashram stay free dont charg famili allow get room here,0,1,1,0,1,0,0,0,0,0.92655
Agra,Tomb of Itimad-ud-Daulah,birthday cake style mini taj mahal symmetr littl jewel peac examin beauti inlay fresco work without crowd like nearbi big sister taj mahal high recommend,0,0,0,0,1,0,0,0,0,0.7193
Pushkar,Brahma Temple,approach templ hound sever men say leav shoe put shoe bag done sever templ countri problem see guy shout secur ladi surpris surpris refus let us bag despit let tourist bag front us turn around leav got smart sarcast comment shop keeper ridicul behaviour local suppos holi place theyr money,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,moti masjid known pearl mosqu part agra fort near diwan complex courtyard side arcad arch recess bulbous dome white marbl,0,0,0,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,ganga aarti triveni ghat rishikesh wonder experi priest conduct pooja famili sprititu experi prasad given pooja,0,1,0,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,peac place feel bless brahma templ bheshmani lund oslo quit clean,0,1,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,visit agra fort last week red fort delhi like fort structur,0,0,1,0,1,0,0,0,0,0.6806
Agra,Jama Masjid (Agra),averag place nice carv work petra daura work seen wall good place visit,0,1,0,0,1,0,0,0,0,0.8453999999999999
Agra,Agra Fort,heritag fort histor signific mughal empir beauti architectur craftsmenship,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Tibetan Buddhist Temple,sure place featur mani tour n travel itinerari nice quiet place well kept beauti architectur work would recommend anyon visit dehradun,0,0,1,0,1,0,0,0,0,0.91355
Mussoorie,Kempty Falls,probabl place mussori tourist come crowd dirti sort garbag thrown there,0,0,1,0,0,0,0,0,0,0.5
Rishikesh,Triveni Ghat,place like mini version ganga arti happen haridwar crowd commerci haridwar place feel good factor,0,0,0,0,1,0,0,0,0,0.82985
Agra,Tomb of Itimad-ud-Daulah,commiss nur jahan wife jehangir father ghiya ali beg itmad ud daulah first mughal build made white marbl mani peopl believ inspir magnific taj mahal easili notic uncanni similar two,0,0,0,0,1,0,0,0,0,0.7553000000000001
Pushkar,Pushkar Lake,peopl pushkar travel friend priest self proclaim preacher religion irrit would let enjoy view rajashthan better lake visit quiet calm,0,1,1,0,1,0,0,0,0,0.9455
Rishikesh,Ram Jhula,market area around ram julla vibrant price reason laxman julla cross side pay rupe boat avoid traffic jam bridg,0,0,1,0,1,0,0,0,0,0.60115
Agra,Wildlife SOS,visit eleph rescu centr km bear rescu centr profit organ rescu rehabilit eleph impress work lucki see eleph return afternoon walk help feed differ worthwhil activ,0,0,1,0,0,0,1,0,0,0.9088
Agra,Agra Fort,agra fort first monument visit agra entri ticket mayb bewar guid even plan hire bargain,0,0,1,0,1,0,0,0,0,0.60115
Agra,Rawli Maharaj Temple,old templ lord shiva near district administr offic main g road agra,0,1,0,0,1,0,0,0,0,0.5
Agra,Jama Masjid (Agra),old mosqu opposit agra fort railway station usual crowd friday due afternoon namaaz prayer,0,1,0,0,1,0,0,0,0,0.5
Agra,Agra Fort,nice maintain good govern place make pleasur experi rest say histori histori show tell immens valu could occupi enchant soul hour end robust architectur maintain almost full glori forget view taj portico yamuna seren,0,0,1,0,1,0,0,0,0,0.87765
Agra,Mehtab Bagh,yes nice garden lucki clear day good view taj mahal high fenc area block free river walk well boat alow walk along river far side hevan bid see taj mahal pay fee x higher fee non nation met mani young poor budget travler need chose break budget go see shame world come high fenc cant see histor thing next build wall around coliseum rome golden gate bridg sad world becom lucki came year ago free much around anoth tourist trap that rate mani nice templ tumb mosqu india even park next taj fee,0,0,1,0,1,0,0,0,0,0.8825000000000001
Agra,Agra Fort,magnific fort built akhbar red sandston intric carv wall pillar shah jahan later ad build white marbl impress see taj mahal distanc window amount tourist make bit difficult take photo without disturb somebodi pass camera patient polit ask step asid,0,0,1,0,1,0,0,0,0,0.8573500000000001
Agra,Kalakriti Cultural & Convention Center,mayb season realli put place entir place seem dark visitor handicraft side put fan light ask marbl side much marbl dust hard breath beat hasti retreat stuff huge overpr note there even show jul season go u must im sure govern emporia even delhi far better cheaper this,0,0,1,0,1,0,0,0,0,0.92405
Agra,Mehtab Bagh,visit garden watch sunris februari,0,0,1,0,1,0,0,0,0,0.5
Agra,Mehtab Bagh,nice place see incred taj mahal would better river would flow bank bank littl water river water calmer wonder reflect imag taj amah captur overal provid anoth perspect taj mahal,0,0,1,0,1,0,0,0,0,0.901
Agra,Mother Teresa's Missionaries of Charity,make time visit possibl donat cash item support good work here,0,0,1,0,1,0,0,0,0,0.8404
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Agra,Agra Fort,love fort big well maintain interest ruin interior explor view taj stun,0,0,1,0,1,0,0,0,0,0.83525
Agra,Tomb of Itimad-ud-Daulah,visit place see taj mahal like typic moghul style architectur see mausoleum,0,0,1,0,1,0,0,0,0,0.6806
Rishikesh,Triveni Ghat,lucki abl take part aarti trevini ghat visit rishikesh februari invit us enclosur involv us ceremoni made us feel welcom love amaz peopl,0,1,0,0,1,0,0,0,0,0.81845
Pushkar,Pushkar Lake,pushkar lake beauti area sunset goe lot see realli beauti experi,1,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,annoy guid approach entranc,0,0,1,0,1,0,0,0,0,0.2798
Agra,Tomb of Itimad-ud-Daulah,known babi taj,0,0,0,0,1,0,0,0,0,0.5
Mussoorie,Landour Bazaar,bought carpet sabri slope wall plate handicraft vinod kumar next clock tower thing look decor hous patient brows slowli spent hour here,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Mussoorie,Kempty Falls,nice cool place nice place photographi take cabl car car park cost rs per head swim costum avail want get crystal clear water,1,0,1,0,0,0,0,0,0,0.93445
Mussoorie,Kempty Falls,love destin hike becom overcrowd ugli littl restaur ruin view villag ridg known kempti compar pristin waterfal countri environ valu realis sad kempti becom money make come first here,0,0,1,0,0,0,0,0,0,0.29905000000000004
Agra,Agra Fort,build histor charact beauti garden great view window lot photo opportun,0,0,1,0,1,0,0,0,0,0.81245
Pushkar,Brahma Temple,bewar cheater surround templ nice peopl want show around talk bit templ end ask ridicul amount money,0,1,1,0,1,0,0,0,0,0.44865
Pushkar,Pushkar Lake,pushkar small town ajmer district rajasthan km ajmer railway station holi lake pilgrimag site hindus railway station pushkar bus fare rupe kartik purnima bath pushkar lake consid auspici time got chanc visit pushkar grace god lake beauti reach pushkar bath lake visit god brahma templ templ god bhahma world place beauti full divin atmospher stay maheswari samaj dharmasala near holi chock good option swatik food facil food without onion garlic must visit place least lifetim om brahman namah,1,1,1,0,1,0,0,0,0,0.93895
Agra,Gurudwara Guru ka Tal,visit divin place throng thousand faith holiday th decemb sit main hall truli soul warm never felt like leav place well maintain offer good facil pilgrim walk life countri combin place taj mahal,0,0,1,0,1,0,0,0,0,0.9257500000000001
Agra,Agra Fort,agra fort histori interest architectur incred highlight includ see taj mahal first time dont miss landmark possibl,0,0,1,0,1,0,0,0,0,0.8415
Agra,Agra Fort,fair decent fort compar brillianc rajasthan fort wasnt spectacular still great way spend bit time good audio guid arriv earli avoid crowd,0,0,1,0,1,0,0,0,0,0.46215
Rishikesh,Triveni Ghat,want immers ritual ganga aarti perform everi day bank ganga near ram jhula muni ki reti must sun set rishikesh less crowd unlik har ki paudi haridwar word cannot express feel feel seren atmospher go attach photograph high recommend,0,1,0,0,1,0,0,0,0,0.71075
Agra,Agra Fort,beauti huge area nice monument pay rupe foreign indian pay rupe separ line,0,0,1,0,1,0,0,0,0,0.7553000000000001
Agra,Kalakriti Cultural & Convention Center,ok foreign travel travel far indian ok expens though end part real replica taj mahal shown realli amaz,0,0,1,0,1,0,0,0,0,0.76335
Mussoorie,Bhatta Falls,bhatta fall least popular compar kempti fall mussoori visit stay youth host rs per room room clean cheap staff member good kind book hostel flakytravel com,0,0,1,0,0,0,0,0,0,0.8848
Mussoorie,Lal Tibba,road reach find noth special except men made hype becoz hv restaur open sky terrac long distanc binocular look mountain rang,0,0,1,0,0,0,0,0,0,0.71075
Rishikesh,The Beatles Ashram,slowli decay build great graffiti histori jet set beatl make interest stop itinerari even cafe drink photograph exhibit interest,0,0,1,0,1,0,0,0,0,0.86755
Mussoorie,Kempty Falls,unchang last year still unclean disorganis lot done beauti locat give privat parti run,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Pushkar Lake,travel around lake wari kind peopl tri sell overpr holi flower feed pigeon nice attract spend hour,1,1,1,0,1,0,0,0,0,0.91355
Pushkar,Pushkar Lake,visit hindi month kartik shukl pakshya diwali befor ganga snan,0,0,1,0,1,0,0,0,0,0.5
Agra,Jama Masjid (Agra),stop way agra get ride bus top hill locat interest place small number visitor look lot like forbidden citi architectur design site well maintain,0,0,1,0,1,0,0,0,0,0.7859499999999999
Pushkar,Brahma Temple,templ made defin templ doesnt allow anyon put flower money wish almighti go darshan leav whatev want collect box outsid templ,0,1,1,0,1,0,0,0,0,0.6628499999999999
Agra,Wildlife SOS,dear wild sos team thank much everyth definit come back amaz touch full love care along sad pain past,0,0,1,0,0,0,0,0,0,0.86345
Agra,Agra Fort,drop agra fort still earli morn fog clear massiv palac relat well maintain would great place take photo weather great visit get glimps live royalti,0,0,1,0,1,0,0,0,0,0.9478500000000001
Pushkar,Pushkar Lake,come year lake villag around still beauti sit mani ghat water dirti ghat dirti sinc walk barefoot would appreci clean,1,1,1,0,1,0,0,0,0,0.70095
Rishikesh,Triveni Ghat,beauti uplift experi chant reson air still one mother ganga gentl strike chord someth move level awar mind becom recept elev state awar dont squander experi dive deep astral form deiti unfold,0,1,1,0,1,0,0,0,0,0.436
Mussoorie,Lal Tibba,view awesom averag place actual good peopl doesnt view hotel hotel awesom view kind,0,0,1,0,0,0,0,0,0,0.8714999999999999
Agra,Agra Fort,architectur feat wish could spent time explor amaz place beauti nook cranni stori gift famili remark unfortun thing part smell distinct like urin faec amaz place visit,0,0,1,0,1,0,0,0,0,0.8982
Agra,Wildlife SOS,bear rescu set countri near lake part properti great bird rescu center new perhap larger group better experi paid entranc fee walk mayb feet elev walk dead end distanc could see bear,0,0,1,0,0,0,0,0,0,0.70095
Agra,Tomb of Itimad-ud-Daulah,nice build bank yamuna river call mini taj build marbel beauti,0,0,0,0,1,0,0,0,0,0.71075
Agra,Agra Fort,agra fort pretti larg consid larg portion close public great vantag point view taj river enough place stay shade well worth visit,0,0,1,0,1,0,0,0,0,0.8982
Rishikesh,Patna Waterfalls,famili member plan hike trip patna fall month march weather ideal took us hour reach destin see fall differ point third highest point best waterfal cook food clean place later keep well preserv,1,0,1,0,0,0,0,0,0,0.9550000000000001
Mussoorie,Camel's Back Road,spent coupl day roam mall road mussiori got introduc camel back road fell love rough km long road cover back town nice cozi nice view mountain nice build go id recommend enjoy walk your town,1,0,1,0,0,0,0,0,0,0.9769
Agra,Mehtab Bagh,reach mehtab bagh hour sunset well due traffic mad,0,0,1,0,1,0,0,0,0,0.375
Agra,Agra Fort,fabul place prefer taj live heritag royal live held court unlik taj monument without live past,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,best time visit earli morn enjoy calm ganga river go sun show merci neither motorist go earli enjoy time,0,0,1,0,1,0,0,0,0,0.95845
Mussoorie,Camel's Back Road,scenic beauti though could see camel back point due cloud cover walk road marvel tourist due season rain delight walk take snap freeli along side hotel ashram templ eateri mani cover dome along rout well green cover breathtak mountain lone hous hut chai momo along way pretti enjoy group friend would rate top tourist attract must visit place mussori though opinion might differ,0,0,1,0,0,0,0,0,0,0.9734
Agra,Jawab Masjid,integr part taj complex lend graviti entir cluster build without jawab masjid taj littl less magnific,0,0,0,0,1,0,0,0,0,0.73005
Agra,Agra Fort,taj mahal epitom agra fort special way link taj mahal well builder taj mahal shah jahan overthrown coup son aurangzeb aurangzeb inprison father agra fort taj tomb shah jahan belov wife die childbirth th child could look taj imprison fort agra fort mani wonder place visit rule palac well,0,0,1,0,1,0,0,0,0,0.625
Agra,Agra Fort,well worth visit went afternoon light good get nice view photo op taj mahal distanc,0,0,1,0,1,0,0,0,0,0.91355
Pushkar,Pushkar Lake,mytholog lake center pushkar maintain less crowd ghat awesom surround templ bell chime chant around,1,1,1,0,1,0,0,0,0,0.5
Pushkar,Pushkar Camel Fair,icon attract india held year colour sight smell sound unlik experi anywher els world,0,0,1,0,1,0,0,0,0,0.6806
Agra,Jama Masjid (Agra),peopl rude half mood spoilt entranc silli rule ths etc think put board outsid rather everybodi climb larg number stair rude peopl say entri,0,0,1,0,1,0,0,0,0,0.15460000000000002
Agra,Agra Fort,red fort complet art histori behind taj mahal huge fortress brilliant architectur genius time tie shah jahan taj mahal worth hour tour atleast take guid understand histori stori behind detail show spot bollywood movi shot,0,0,1,0,1,0,0,0,0,0.8953
Mussoorie,Lal Tibba,highest point mussori scenar beauti view,0,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Agra Fort,see taj definit go see agra fort amaz provid classic view taj well,0,0,1,0,1,0,0,0,0,0.6366
Rishikesh,Triveni Ghat,best experi aarti even dark n tri note aa aarti go get darker aarti,0,1,0,0,1,0,0,0,0,0.81845
Rishikesh,Triveni Ghat,place aura posit place becom intens ganga aarti start even,0,1,0,0,1,0,0,0,0,0.5
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Agra,Diwan-i-Am Agra Fort,dian agra fort superb architectur fantast arch alcov beauti inlaid work varieti semi precious stone huge build king met subject greavanc see place chain surround lawn bird hoopo galor quiet peac place busi taj mahal,0,0,0,0,1,0,0,0,0,0.93895
Agra,Tomb of Itimad-ud-Daulah,defin visit itineri oasi calm stun architectur set,0,0,1,0,1,0,0,0,0,0.6591
Agra,Mehtab Bagh,quiet peac way end hectic day sight see view taj excel garden pretti enough,0,0,1,0,1,0,0,0,0,0.7294
Agra,Mehtab Bagh,park opposit shore yamuna river nice place sit peac watch sun go famous build world,0,0,1,0,1,0,0,0,0,0.71075
Agra,Jama Masjid (Agra),share much common mani india mughal sight site stood distinct eastern buddhist influenc reflect pagoda lifes parcheesi board middl courtyard,0,0,1,0,1,0,0,0,0,0.648
Rishikesh,Lakshman Jhula,guest food consult dine food sumptuous per guest thank dine us,0,0,1,0,1,0,0,0,0,0.6806
Agra,Mehtab Bagh,most travel visit place visit place get awesom breathtak view taj place noth much see view taj pictur taj get place comparison,0,0,1,0,1,0,0,0,0,0.5
Agra,Wildlife SOS,bear rescu experi told suppos learn bear effort save effort educ other close proxim interact bear etc etc instead walk view platform could see bear fenc area thrown food eat guid later told us confus manag would paid even money tour expect total wast time money terribl experi would recommend anyon,0,0,1,0,0,0,0,0,0,0.8453999999999999
Agra,Tomb of Itimad-ud-Daulah,similar taj mahal mani way still found worth visit recommend visit monument,0,0,0,0,1,0,0,0,0,0.76335
Agra,Agra Fort,fort uniqu featur term architectur visit help guid go around place,0,0,1,0,1,0,0,0,0,0.70095
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
Agra,Jawab Masjid,ident symmetr red sandston build either side glisten white taj mahal mosqu believ offer type accommod photographi ban insid,0,1,0,0,1,0,0,0,0,0.2213
Agra,Agra Fort,love sign explain histori differ section fort architectur high impress small detail sculpt ceram sandston wow,0,0,1,0,1,0,0,0,0,0.94895
Agra,Agra Fort,pretti massiv sever build ground fair well maintain foreign buy ticket use credit debit cash front entranc nice view taj mahal though littl far hazi worth wander around,0,0,1,0,1,0,0,0,0,0.9329000000000001
Pushkar,Brahma Temple,sole reason see templ imag lord brahma templ small noth differ see india except imag,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,nd visit must see attract agra worth visit spend time guid listen reach histori place,0,0,1,0,1,0,0,0,0,0.77115
Mussoorie,Tibetan Buddhist Temple,visit templ locat amidst tibetan coloni deradun sinc afternoon gate main templ lock henc could go insid outsid look beauti decent architectur design per tibetan buddhist tradit design colour captiv atmospher insid precinct somber seren peac young monk appear student tibetan buddhist school seen move build flower garden enhanc beauti place local lama buddhist worship lord buddha templ mani tourist dehradun visit templ,0,1,1,0,1,0,0,0,0,0.42345
Agra,Jama Masjid (Agra),larg mosqu beauti charg rps take camera avoid friday sabbath time mosqu close prayer,0,1,0,0,1,0,0,0,0,0.352
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Agra,Jawab Masjid,addit treat seen insid secur area love glad visit awar step,0,1,0,0,1,0,0,0,0,0.9359999999999999
Rishikesh,Triveni Ghat,seren experi arti done young student perfect harmoni ghat clean well manag must visit everyon visit rishikesh,0,1,0,0,1,0,0,0,0,0.9088
Pushkar,Brahma Temple,templ suppos bramha templ world interest stori behind hire guid rupe provid guid tour templ sarovar,0,1,1,0,1,0,0,0,0,0.7294
Agra,Tomb of Itimad-ud-Daulah,local person recogn place name babi taj mahal visit place singl day,0,0,0,0,1,0,0,0,0,0.5
Agra,Mehtab Bagh,garden quit beauti worth spend time get even better see taj mahal cant get beauti this,0,0,1,0,1,0,0,0,0,0.79295
Agra,Anguri Bagh,beauti garden insid agra fort lash green lawn pleas anybodi eye seen anybodi sit anguri bagh,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Camel's Back Road,nice walk quiet refresh surround view amaz great anyon look peac,0,0,1,0,1,0,0,0,0,0.89225
Rishikesh,Kunjapuri Devi Temple,visit place friend car narendra nagar around kms away last kms narrow hilli road adventur weather clear u see enorm view himalyan rang,0,0,1,0,0,0,0,0,0,0.85015
Mussoorie,Camel's Back Road,less crowd excel view return back graveyard becom crowd enjoy weather view,0,0,1,0,0,0,0,0,0,0.7875
Agra,Tomb of Itimad-ud-Daulah,icon build first muslim monument built complet marbl immens use inlay work karan sachan walk tour help us understand gradual develop islam build india anoth love tour babi taj,0,0,0,0,1,0,0,0,0,0.89225
Rishikesh,Lakshman Jhula,bike bystand vendor make fun less lot commot suggest park somewher keep walk place either main citi side intern road,0,0,1,0,0,0,0,0,0,0.7553000000000001
Agra,Agra Fort,must visit agra opt winter travel carri along shade sunscreen cap scorch sun definit burn tan skin total except good monument,0,0,1,0,1,0,0,0,0,0.7202
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,big place give place enter ticket price high usual good place see taj mahal fare,0,0,1,0,1,0,0,0,0,0.7202
Agra,Agra Fort,less famous glamor taj mahal actual nice interest well kept nice lawn build recommend,0,0,1,0,1,0,0,0,0,0.9663999999999999
Mussoorie,Bhatta Falls,went wife kid age brother law plan kempti fall road mussouri total jam decid go bhatta fall instead probabl best decis made fall although smaller singl best experi dehradun trip much lesser crowd rush fall walk fall amaz rush fall bodi felt like bullet truli much better kempti fall ever would recommend everyon plan visit kempti fall first give tri bhatta fall definit love more,1,0,1,0,0,0,0,0,0,0.98305
Agra,Agra Fort,visit beauti place last year fantast experi time visit place again,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,laxman jhoola place everi visit search inner peac,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,went agra fort trip agra fort good red colour fort give nice view tajmah well place fort charm alway feel nice visit monument,0,0,1,0,1,0,0,0,0,0.9531000000000001
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Mussoorie,Camel's Back Road,morn walk road sooth great view might even encount would ia offic gallop hors shop road quiet walk enjoy scenic beauti,1,0,1,0,0,0,0,0,0,0.9037
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,agra fort popular destin agra contain mani interest featur good view taj majal recommend,0,0,1,0,1,0,0,0,0,0.94035
Pushkar,Pushkar Camel Fair,spectacular experi travel rajasthan almost surreal see mani camel colour turban dot desert,0,0,1,0,1,0,0,0,0,0.5
Agra,Mehtab Bagh,worth ride see taj form side river seen side taj beauti excel locat picnic,0,0,1,0,1,0,0,0,0,0.7997000000000001
Agra,Agra Fort,visit taj mahal thought might live expect differ way fort full histori great view visit first day nation heritag week meant free visit therefor busi made even fun yes anoth fort agra well worth visit,0,0,1,0,1,0,0,0,0,0.9734
Agra,Agra Fort,fort built akbar great first mughal emperor entranc magnific insid sleep quarter stupend especi empress quarter white marbl inlay phenomen must see agra,0,0,1,0,1,0,0,0,0,0.9063
Agra,Agra Fort,impress fort keep whole day get good guid visit winter must see activ,0,0,1,0,1,0,0,0,0,0.85015
Agra,Agra Fort,mayb due rajasthan trip go agra look small banal afterward,0,0,1,0,1,0,0,0,0,0.5
Agra,Sheesh Mahal,place insid agra fort build like diamond beauti even small design look perfect detail cannot imagin build like hehh build differ build,0,0,0,0,1,0,0,0,0,0.93895
Agra,Agra Fort,isnt much see agra pleas visit place architectu beauti interest see shah jahan imprison see view wife tomb aka taj mahal,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,cost ticket per adult rupe better take guid guid demand indian currenc bargain accept rupe oldest fort,0,0,1,0,1,0,0,0,0,0.85015
Agra,Shah Burj,octagon tower locat insid agra fort see taj mahal yamuna river made best place fort view beauti structur intric work,0,0,1,0,1,0,0,0,0,0.81845
Agra,Jahangir Mahal,big mahal locat agra fort made badshah akbar name son jahangir cool palac reflect mughal vision wisdom,0,0,1,0,1,0,0,0,0,0.88585
Agra,Agra Fort,interest tour guid knowledg patient even though thought rather rude almost forc us buy either art piec donat cloth thought person matter decis,0,0,1,0,1,0,0,0,0,0.5129
Agra,Wildlife SOS,us met wonder staff member along eleph distanc walk toward us offer refresh drink began tour met everi eleph includ famous raju got take mani pictur touch feed eleph must visit pl min taxi agra india bring camera banana,0,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,worth visit take guid els would difficult make sens got guid buck sure could got cheaper park avail near fort guid describ nice light sound show pm miss idea too,0,0,1,0,1,0,0,0,0,0.7202
Mussoorie,Tibetan Buddhist Temple,good place visit feel inner peac get tast good momo noodl near area,0,0,1,0,1,0,0,0,0,0.85015
Agra,Agra Fort,sheer size stori behind structur leav awe,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,waterfal surround tini eat joint spoil beauti water fall seem dirti,1,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,tour guid even though began rain tour heavi rain soldier on,0,0,1,0,1,0,0,0,0,0.5
Agra,Mariam's Tomb,locat isol area citi tomb must visit well maintain architectur master piec get less number visitor good place photographi,0,0,1,0,1,0,0,0,0,0.7889999999999999
Rishikesh,Lakshman Jhula,visit lakshman jhula morn windi enjoy cool wind sooth face ideal locat selfi natur photographi,0,0,1,0,0,0,0,0,0,0.9179999999999999
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Diwan-i-Am Agra Fort,wonder place see great mugal architectur work insid agra fort well design hall king use interact common public,0,0,0,0,1,0,0,0,0,0.86755
Agra,Agra Fort,great site well preserv lot build see view taj mahal foggi januari morn toilet rupe food sale usual sight india,0,0,1,0,1,0,0,0,0,0.86755
Agra,Agra Fort,realli great fort see enjoy time get insight peopl built taj mahal see fort hour well worth visit great view taj,0,0,1,0,1,0,0,0,0,0.96855
Pushkar,Pushkar Lake,like holi lake calm area pushkar ghat good spiritu ghat area pushkar lake fantast view beauti bird fish lake enjoy moment bath holi lake,1,1,1,0,1,0,0,0,0,0.9359999999999999
Agra,Agra Fort,agra fort huge sit high hill known pink fort awe grandeur must like maharaja definit worth visit agra,0,0,1,0,1,0,0,0,0,0.9220999999999999
Pushkar,Brahma Temple,amaz experi although lot rush lot peopl tri take ride offer special benefit bewar templ seren extrem peac must visit,0,1,1,0,1,0,0,0,0,0.8453999999999999
Mussoorie,Camel's Back Road,road typic hill station road run parallel mall coloni era camel back road indian mall use british rich histori apart walk road lot pride enthusiasm name rock seen hillock astrid road rock look like camel hump road past fun calm sooth effect,1,0,1,0,0,0,0,0,1,0.9716
Rishikesh,Lakshman Jhula,commerci spot total love it,0,0,1,0,1,0,0,0,0,0.81845
Agra,Agra Fort,kind fort well kept garden steep narrow staircas vari good guid could narrat wonderful piec indian histori fee charg could provid better comfort room,0,0,1,0,1,0,0,0,0,0.97385
Agra,Tomb of Itimad-ud-Daulah,beauti monument white predat taj mahal definit worth visit best go see taj help appreci magnific taj even situat river yamuna intric work marbl inlaid precious stone much crowd take time go around admir beauti architectur built noor jahan wife emperor jahangir memori father tomb itimad ud daulah fine exampl mughal architectur,0,0,0,0,1,0,0,0,0,0.9742500000000001
Rishikesh,The Beatles Ashram,insid rajaji nation park entri fee indian rs foreign rs place away crowd proper guidanc misguid googl map board mention rajaji nation park beatl ashram,0,1,1,0,0,0,0,0,0,0.5
Mussoorie,Camel's Back Road,quiet road take stroll road long road offer stun view mountain find lot mani bird way,1,0,1,0,0,0,0,0,0,0.5
